boyleke01,Kevin Boyle,2019,0,,,,,10
boyntni01,Nick Boynton,2000-2011,0,,,,,1730
bozakty01,Tyler Bozak,2010-2022,0,,,,,2550
bradlma01,Matt Bradley,2001-2012,0,,,,,1648
branner01,Erik Brännström,2019-2024,1,,,,,1005
brashdo01,Donald Brashear,1994-2010,0,,,,,2850
brassde01,Derick Brassard,2008-2023,0,,,,,3820
brattje01,Jesper Bratt,2018-2024,1,,,,,2490
braunju01,Justin Braun,2011-2023,1,,,,,3384
brazeju01,Justin Brazeau,2024,1,,,,,78
breench01,Christopher Breen,2014,0,,,,,22
brennki01,Kip Brennan,2002-2008,0,,,,,174
brenntj01,T.J. Brennan,2012-2016,0,,,,,210
brentti01,Tim Brent,2007-2013,0,,,,,510
breweer01,Eric Brewer,1999-2015,0,,,,,2854
brickco01,Connor Brickley,2016-2019,0,,,,,204
brickda01,Daniel Brickley,2018-2019,0,,,,,14
brierda01,Daniel Brière,1998-2015,0,,,,,3618
brindro01,Rod Brind'Amour,1990-2010,0,,,,,5470
brindga01,Gavin Brindley,2024,1,,,,,3
brineda01,David Brine,2008,0,,,,,20
brinkbo01,Bobby Brink,2022-2024,1,,,,,282
brisegu01,Guillaume Brisebois,2019-2023,1,,,,,90
brisepa01,Patrice Brisebois,1991-2009,0,,,,,2858
brissbr01,Brendan Brisson,2024,1,,,,,69
broadal01,Alex Broadhurst,2018,0,,,,,4
brobeph01,Philip Broberg,2022-2024,1,,,,,282
brodema01,Martin Brodeur,1992-2015,0,,,,,2626
brodemi01,Mike Brodeur,2010-2011,0,,,,,14
broditj01,T.J. Brodie,2011-2024,1,,,,,3768
brodijo01,Jonas Brodin,2013-2024,1,,,,,3129
brodzky01,Kyle Brodziak,2006-2019,0,,,,,2426
brodzjo01,Jonny Brodzinski,2017-2024,1,,,,,582
brollda01,David Broll,2014,0,,,,,12
bromema01,Mathias Bromé,2021,1,,,,,84
brooksh01,Sheldon Brookbank,2007-2014,0,,,,,886
brookwa01,Wade Brookbank,2004-2009,0,,,,,334
brookad01,Adam Brooks,2020-2022,1,,,,,246
brophev01,Evan Brophey,2011-2012,0,,,,,8
brossla01,Laurent Brossoit,2015-2024,1,,,,,423
brouiju01,Julien Brouillette,2014-2015,0,,,,,26
brouwtr01,Troy Brouwer,2007-2020,0,,,,,2428
brownch01,Chris Brown,2013-2016,0,,,,,80
brownco02,Connor Brown,2016-2024,1,,,,,2241
browncu01,Curtis Brown,1995-2008,0,,,,,2282
browndu01,Dustin Brown,2004-2022,0,,,,,4016
brownjt01,J.T. Brown,2012-2019,0,,,,,982
brownjo01,Josh Brown,2019-2024,1,,,,,1146
brownlo01,Logan Brown,2018-2023,1,,,,,375
brownmi02,Mike Brown,2008-2016,0,,,,,1320
brownpa02,Patrick Brown,2015-2024,1,,,,,741
brulegi01,Gilbert Brulé,2006-2014,0,,,,,788
brunean01,Andrew Brunette,1996-2012,0,,,,,3686
brunnda01,Damien Brunner,2013-2015,0,,,,,358
brunnfa01,Fabian Brunnström,2009-2012,0,,,,,290
brylise01,Sergei Brylin,1995-2008,0,,,,,2146
brysoja01,Jacob Bryson,2021-2024,1,,,,,726
bryzgil01,Ilya Bryzgalov,2002-2015,0,,,,,1146
buchnpa01,Pavel Buchnevich,2017-2024,1,,,,,2754
budajpe01,Peter Budaj,2006-2019,0,,,,,880
bulmebr01,Brett Bulmer,2012-2016,0,,,,,40
bunnaco01,Connor Bunnaman,2020-2022,1,,,,,171
buntimi01,Michael Bunting,2019-2024,1,,,,,1755
bunzty01,Tyler Bunz,2015,0,,,,,2
burakan01,André Burakovsky,2015-2024,1,,,,,2901
burgder01,Erik Burgdoerfer,2017-2019,0,,,,,18
burisad01,Adam Burish,2007-2015,0,,,,,876
burkeca01,Callahan Burke,2023-2024,1,,,,,9
burmial01,Alexander Burmistrov,2011-2018,0,,,,,1028
burnsbr01,Brent Burns,2004-2024,1,,,,,6888
burroky01,Kyle Burroughs,2021-2024,1,,,,,561
burroal01,Alexandre Burrows,2006-2018,0,,,,,2856
butchwi01,Will Butcher,2018-2022,1,,,,,1167
butlebo01,Bobby Butler,2010-2014,0,,,,,448
butleca01,Cameron Butler,2024,1,,,,,3
butlech01,Chris Butler,2009-2019,0,,,,,986
byersda01,Dane Byers,2008-2012,0,,,,,30
byfiequ01,Quinton Byfield,2021-2024,1,,,,,801
byfugdu01,Dustin Byfuglien,2006-2019,0,,,,,2788
byrambo01,Bowen Byram,2021-2024,1,,,,,1014
byronpa01,Paul Byron,2011-2022,0,,,,,1458
boedkmi01,Mikkel Bødker,2009-2020,0,,,,,2334
caamani01,Nicholas Caamano,2020-2021,1,,,,,117
caggidr01,Drake Caggiula,2017-2023,1,,,,,1497
caldeky01,Kyle Calder,2000-2010,0,,,,,1994
caldwry01,Ryan Caldwell,2006-2008,0,,,,,8
callajo02,Joe Callahan,2009-2011,0,,,,,100
callami01,Mitch Callahan,2014-2017,0,,,,,10
callary01,Ryan Callahan,2007-2019,0,,,,,2488
calvema01,Matt Calvert,2011-2021,0,,,,,1538
cammami01,Mike Cammalleri,2003-2018,0,,,,,3500
campama01,Matt Campanale,2011,0,,,,,2
campban01,Andrew Campbell,2014-2016,0,,,,,88
campbbr02,Brian Campbell,2000-2017,0,,,,,3462
campbgr01,Gregory Campbell,2004-2016,0,,,,,1980
campbja01,Jack Campbell,2014-2024,1,,,,,615
campeca01,Carter Camper,2012,0,,,,,8
campoch01,Chris Campoli,2006-2012,0,,,,,1580
cannopa01,Patrick Cannone,2017,0,,,,,6
capobky01,Kyle Capobianco,2018-2023,1,,,,,255
caputlu01,Luca Caputi,2009-2011,0,,,,,150
carcida01,Daniel Carcillo,2007-2015,0,,,,,1358
carcomi01,Michael Carcone,2022-2024,1,,,,,426
careyma01,Matt Carey,2014,0,,,,,6
careypa01,Paul Carey,2014-2020,0,,,,,246
carknma01,Matt Carkner,2006-2014,0,,,,,528
carlema02,Mathieu Carle,2010,0,,,,,6
carlema01,Matt Carle,2006-2017,0,,,,,2230
carlide01,Declan Carlile,2024,1,,,,,3
carlobr01,Brandon Carlo,2017-2024,1,,,,,1962
carlsjo01,John Carlson,2010-2024,1,,,,,5049
carlsga01,Gabriel Carlsson,2017-2023,1,,,,,297
carlsle01,Leo Carlsson,2024,1,,,,,252
carlslu01,Lucas Carlsson,2020-2023,1,,,,,213
carneke01,Keith Carney,1992-2008,0,,,,,2992
caronjo01,Jordan Caron,2011-2016,0,,,,,430
caronse01,Sébastien Caron,2003-2012,0,,,,,196
carpery01,Ryan Carpenter,2016-2024,1,,,,,1866
carrda01,Daniel Carr,2016-2021,1,,,,,462
carrico01,Connor Carrick,2014-2023,1,,,,,1080
carrisa01,Sam Carrick,2015-2024,1,,,,,1158
carritr01,Trevor Carrick,2016-2020,0,,,,,14
carrial01,Alexandre Carrier,2017-2024,1,,,,,837
carriwi01,William Carrier,2017-2024,1,,,,,1560
carsobr01,Brett Carson,2009-2013,0,,,,,244
carteje01,Jeff Carter,2006-2024,0,,,,,4690
cartery01,Ryan Carter,2008-2016,0,,,,,1434
carusmi01,Michael Caruso,2013,0,,,,,4
catenda01,Daniel Catenacci,2016-2018,0,,,,,24
catesja01,Jackson Cates,2021-2023,1,,,,,66
catesno01,Noah Cates,2022-2024,1,,,,,666
caufico01,Cole Caufield,2021-2024,1,,,,,1062
cavanto01,Tom Cavanagh,2008-2009,0,,,,,42
caveco01,Colby Cave,2018-2020,0,,,,,274
cecico01,Cody Ceci,2014-2024,1,,,,,2991
cehlape01,Peter Cehlárik,2017-2020,0,,,,,102
cernaer01,Erik Černák,2019-2024,1,,,,,1359
cervero01,Roman Červenka,2013,0,,,,,112
chaboth01,Thomas Chabot,2017-2024,1,,,,,2073
chaffmi01,Mitchell Chaffee,2022-2024,1,,,,,117
chapumi01,Michael Chaput,2014-2021,1,,,,,612
charazd01,Zdeno Chára,1998-2022,0,,,,,4720
chartro01,Rourke Chartier,2019-2024,1,,,,,180
chatfja01,Jalen Chatfield,2021-2024,1,,,,,672
cheecjo01,Jonathan Cheechoo,2003-2010,0,,,,,1612
chekhiv01,Ivan Chekhovich,2021,1,,,,,15
chelich01,Chris Chelios,1984-2010,0,,,,,5420
chelija01,Jake Chelios,2019,0,,,,,10
chiarbe01,Ben Chiarot,2014-2024,1,,,,,2697
chiasal01,Alex Chiasson,2013-2023,1,,,,,2652
chibian01,Andrei Chibisov,2020,0,,,,,4
chibrni01,Nikita Chibrikov,2024,1,,,,,6
chimeja01,Jason Chimera,2001-2018,0,,,,,3442
chinaye01,Yegor Chinakhov,2022-2024,1,,,,,603
chipcky01,Kyle Chipchura,2008-2016,0,,,,,1344
chishde01,Declan Chisholm,2022-2024,1,,,,,246
chlapfi01,Filip Chlapík,2018-2021,1,,,,,204
chmelal01,Sasha Chmelevski,2021-2022,1,,,,,102
cholode01,Dennis Cholowski,2019-2023,1,,,,,483
chornta01,Taylor Chorney,2009-2018,0,,,,,444
chriser01,Erik Christensen,2006-2012,0,,,,,1740
chrisja01,Jake Christiansen,2022-2024,1,,,,,153
chronma01,Magnus Chrona,2024,1,,,,,27
chuckkr01,Kris Chucko,2009,0,,,,,4
chychja01,Jakob Chychrun,2017-2024,1,,,,,2292
chytifi01,Filip Chytil,2018-2024,1,,,,,1443
cicekni01,Nick Cicek,2023,1,,,,,60
cirelan01,Anthony Cirelli,2018-2024,1,,,,,1992
cizikca01,Casey Cizikas,2012-2024,1,,,,,3180
claesfr01,Fredrik Claesson,2016-2022,1,,,,,612
claguka01,Kale Clague,2020-2024,1,,,,,483
clarkbr01,Brett Clark,1998-2013,0,,,,,1750
clarkch01,Chris Clark,2000-2011,0,,,,,1830
clarkma01,Mat Clark,2012-2015,0,,,,,20
clarkbr02,Brandt Clarke,2023-2024,1,,,,,99
clarkgr01,Graeme Clarke,2024,1,,,,,9
clarkno02,Noah Clarke,2004-2008,0,,,,,50
clarkda03,David Clarkson,2007-2016,0,,,,,1692
clearda01,Daniel Cleary,1998-2015,0,,,,,2650
clemmsc01,Scott Clemmensen,2002-2015,0,,,,,388
clendad01,Adam Clendening,2015-2019,0,,,,,350
clichma01,Marc-André Cliche,2010-2015,0,,,,,330
cliffky01,Kyle Clifford,2011-2023,1,,,,,3036
cliftco01,Connor Clifton,2019-2024,1,,,,,1116
